20,000,STATE,JHARKHAND,Total,,6254781,32988134,16930315,16057819,5389495,2767147,2622348,3985644,2043458,1942186,8645042,4315407,4329635,18328069,10882519,7445550,14660065,6047796,8612269,13098274,8424769,4673505,6818595,5234442,1584153,2001362,1443959,557403,1238774,829585,409189,249048,142652,106396,3329411,2818246,511165,6279679,3190327,3089352,1813470,847223,966247,3197278,1512115,1685163,206114,82823,123291,1062817,748166,314651,4953539,2644953,2308586,1413020,692572,720448,2520760,1256606,1264154,156142,66038,90104,863617,629737,233880,1326140,545374,780766,400450,154651,245799,676518,255509,421009,49972,16785,33187,199200,118429,80771,19889860,8505546,11384314
20,000,STATE,JHARKHAND,Rural,77467.12,4729369,25055073,12776486,12278587,4367507,2231494,2136013,3152863,1612513,1540350,7868150,3928323,3939827,12643078,7682731,4960347,12411995,5093755,7318240,10777152,6484142,4293010,4886840,3563422,1323418,1966656,1415112,551544,1197462,796592,400870,193078,101012,92066,1529644,1250706,278938,5890312,2920720,2969592,1785958,832633,953325,3141840,1480047,1661793,186276,72399,113877,776238,535641,240597,4630514,2415831,2214683,1392182,680304,711878,2478027,1230214,1247813,140149,57300,82849,620156,448013,172143,1259798,504889,754909,393776,152329,241447,663813,249833,413980,46127,15099,31028,156082,87628,68454,14277921,6292344,7985577
20,000,STATE,JHARKHAND,Urban,2248.88,1525412,7933061,4153829,3779232,1021988,535653,486335,832781,430945,401836,776892,387084,389808,5684991,3199788,2485203,2248070,954041,1294029,2321122,1940627,380495,1931755,1671020,260735,34706,28847,5859,41312,32993,8319,55970,41640,14330,1799767,1567540,232227,389367,269607,119760,27512,14590,12922,55438,32068,23370,19838,10424,9414,286579,212525,74054,323025,229122,93903,20838,12268,8570,42733,26392,16341,15993,8738,7255,243461,181724,61737,66342,40485,25857,6674,2322,4352,12705,5676,7029,3845,1686,2159,43118,30801,12317,5611939,2213202,3398737
20,346,DISTRICT,Garhwa,Total,4093.00,254697,1322784,683575,639209,239664,122305,117359,319946,165313,154633,205874,104499,101375,653476,405161,248315,669308,278414,390894,571431,335451,235980,175126,135273,39853,47082,35512,11570,57365,39564,17801,4283,2902,1381,66396,57295,9101,396305,200178,196127,66479,31333,35146,271308,129817,141491,10204,4469,5735,48314,34559,13755,297882,159410,138472,47294,23222,24072,205705,103969,101736,7000,3242,3758,37883,28977,8906,98423,40768,57655,19185,8111,11074,65603,25848,39755,3204,1227,1977,10431,5582,4849,751353,348124,403229
20,346,DISTRICT,Garhwa,Rural,4053.50,241464,1253114,646947,606167,229136,116898,112238,308843,159417,149426,203918,103494,100424,607528,378452,229076,645586,268495,377091,550479,318606,231873,162314,123629,38685,46374,34855,11519,56594,38947,17647,3936,2603,1333,55410,47224,8186,388165,194977,193188,66035,31011,35024,266545,127307,139238,9897,4286,5611,45688,32373,13315,291275,155058,136217,46936,22970,23966,201978,101932,100046,6741,3079,3662,35620,27077,8543,96890,39919,56971,19099,8041,11058,64567,25375,39192,3156,1207,1949,10068,5296,4772,702635,328341,374294
20,346,DISTRICT,Garhwa,Urban,39.50,13233,69670,36628,33042,10528,5407,5121,11103,5896,5207,1956,1005,951,45948,26709,19239,23722,9919,13803,20952,16845,4107,12812,11644,1168,708,657,51,771,617,154,347,299,48,10986,10071,915,8140,5201,2939,444,322,122,4763,2510,2253,307,183,124,2626,2186,440,6607,4352,2255,358,252,106,3727,2037,1690,259,163,96,2263,1900,363,1533,849,684,86,70,16,1036,473,563,48,20,28,363,286,77,48718,19783,28935
20,347,DISTRICT,Chatra,Total,3718.00,182271,1042886,533935,508951,195321,99312,96009,340553,172668,167885,45563,23141,22422,510061,303902,206159,532825,230033,302792,397690,251213,146477,195502,145553,49949,75717,56865,18852,63773,43233,20540,6073,4051,2022,49939,41404,8535,202188,105660,96528,43580,22004,21576,124740,63543,61197,8137,3012,5125,25731,17101,8630,169828,91045,78783,36102,18535,17567,106267,55448,50819,6455,2501,3954,21004,14561,6443,32360,14615,17745,7478,3469,4009,18473,8095,10378,1682,511,1171,4727,2540,2187,645196,282722,362474
20,347,DISTRICT,Chatra,Rural,3685.39,171296,979932,500211,479721,186068,94540,91528,332431,168424,164007,44298,22448,21850,466597,278745,187852,513335,221466,291869,380036,236023,144013,181064,132848,48216,75239,56436,18803,63316,42862,20454,5269,3600,1669,37240,29950,7290,198972,103175,95797,43378,21863,21515,124376,63254,61122,7948,2936,5012,23270,15122,8148,167213,89004,78209,35918,18410,17508,105958,55202,50756,6296,2436,3860,19041,12956,6085,31759,14171,17588,7460,3453,4007,18418,8052,10366,1652,500,1152,4229,2166,2063,599896,264188,335708
20,347,DISTRICT,Chatra,Urban,32.61,10975,62954,33724,29230,9253,4772,4481,8122,4244,3878,1265,693,572,43464,25157,18307,19490,8567,10923,17654,15190,2464,14438,12705,1733,478,429,49,457,371,86,804,451,353,12699,11454,1245,3216,2485,731,202,141,61,364,289,75,189,76,113,2461,1979,482,2615,2041,574,184,125,59,309,246,63,159,65,94,1963,1605,358,601,444,157,18,16,2,55,43,12,30,11,19,498,374,124,45300,18534,26766
20,348,DISTRICT,Kodarma,Total,2540.00,116155,716259,367222,349037,132375,67916,64459,109003,55346,53657,6903,3594,3309,390249,238780,151469,326010,128442,197568,257418,173993,83425,143324,117881,25443,39007,30171,8836,24197,17377,6820,3912,2600,1312,76208,67733,8475,114094,56112,57982,44119,16831,27288,40078,18307,21771,4022,1757,2265,25875,19217,6658,85353,45658,39695,27941,11218,16723,32940,16267,16673,2938,1407,1531,21534,16766,4768,28741,10454,18287,16178,5613,10565,7138,2040,5098,1084,350,734,4341,2451,1890,458841,193229,265612
