State,District,Level,Name,TRU,TRU1,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
01,001,DISTRICT,Kupwara,Total,2379.00,113929,870354,474190,396164,188798,100459,88339,1048,1046,2,70352,36913,33439,439654,282823,156831,430700,191367,239333,229064,190899,38165,123837,111713,12124,14585,12171,2414,9834,8804,1030,2571,1842,729,96847,88896,7951,105227,79186,26041,20095,13733,6362,46925,41745,5180,5375,2621,2754,32832,21087,11745,75096,56816,18280,13992,10175,3817,31482,28257,3225,4159,2024,2135,25463,16360,9103,30131,22370,7761,6103,3558,2545,15443,13488,1955,1216,597,619,7369,4727,2642,641290,283291,357999
01,002,DISTRICT,Badgam,Total,1361.00,103363,753745,398041,355704,155202,84720,70482,368,343,25,23912,12383,11529,335649,207741,127908,418096,190300,227796,214866,162578,52288,132003,116865,15138,34173,31582,2591,11560,10877,683,14401,10652,3749,71869,63754,8115,82863,45713,37150,21126,9351,11775,25070,17395,7675,14701,5928,8773,21966,13039,8927,62073,36028,26045,14544,6883,7661,19359,13719,5640,10878,4780,6098,17292,10646,6646,20790,9685,11105,6582,2468,4114,5711,3676,2035,3823,1148,2675,4674,2393,2281,538879,235463,303416
01,003,DISTRICT,Leh(Ladakh),Total,45110.00,21909,133487,78971,54516,12016,6174,5842,488,444,44,95857,47543,48314,93770,62834,30936,39717,16137,23580,75079,53265,21814,57125,44742,12383,11175,6303,4872,593,304,289,502,188,314,44855,37947,6908,17954,8523,9431,9694,3490,6204,1052,454,598,518,107,411,6690,4472,2218,16243,7697,8546,8867,3177,5690,866,374,492,453,90,363,6057,4056,2001,1711,826,885,827,313,514,186,80,106,65,17,48,633,416,217,58408,25706,32702
01,004,DISTRICT,Kargil,Total,14036.00,18338,140802,77785,63017,19928,10078,9850,18,12,6,122336,62652,59684,86236,56301,29935,54566,21484,33082,51873,39839,12034,28941,25174,3767,1834,1102,732,524,279,245,272,207,65,26311,23586,2725,22932,14665,8267,6432,3164,3268,3239,1566,1673,950,274,676,12311,9661,2650,15528,10021,5507,4148,1982,2166,2269,1117,1152,687,181,506,8424,6741,1683,7404,4644,2760,2284,1182,1102,970,449,521,263,93,170,3887,2920,967,88929,37946,50983
01,005,DISTRICT,Punch,Total,1674.00,90261,476835,251899,224936,84674,44733,39941,556,406,150,176101,90274,85827,261724,163333,98391,215111,88566,126545,161393,117677,43716,73247,63147,10100,17902,15566,2336,5917,4958,959,1187,819,368,48241,41804,6437,88146,54530,33616,36362,22076,14286,25666,19737,5929,2743,904,1839,23375,11813,11562,61416,41093,20323,22462,15117,7345,20158,16264,3894,1795,661,1134,17001,9051,7950,26730,13437,13293,13900,6959,6941,5508,3473,2035,948,243,705,6374,2762,3612,315442,134222,181220
01,006,DISTRICT,Rajouri,Total,2630.00,130401,642415,345351,297064,108271,58051,50220,48157,25170,22987,232815,121374,111441,364109,224469,139640,278306,120882,157424,290912,184752,106160,130377,110114,20263,43100,34752,8348,6148,5205,943,1655,1108,547,79474,69049,10425,160535,74638,85897,93427,47002,46425,17868,11153,6715,3001,796,2205,46239,15687,30552,103023,50679,52344,57231,30796,26435,12491,8200,4291,2140,579,1561,31161,11104,20057,57512,23959,33553,36196,16206,19990,5377,2953,2424,861,217,644,15078,4583,10495,351503,160599,190904
01,007,DISTRICT,Kathua,Total,2502.00,119583,616435,326109,290326,83936,45833,38103,141224,74644,66580,53307,27693,25614,389204,228499,160705,227231,97610,129621,200431,161548,38883,142847,123404,19443,46391,39107,7284,10152,8985,1167,2226,1676,550,84078,73636,10442,57584,38144,19440,23142,12494,10648,11414,8613,2801,1726,837,889,21302,16200,5102,44034,29942,14092,17047,9662,7385,8728,6814,1914,1401,676,725,16858,12790,4068,13550,8202,5348,6095,2832,3263,2686,1799,887,325,161,164,4444,3410,1034,416004,164561,251443
01,008,DISTRICT,Baramula,Total,4243.00,152635,1008039,534733,473306,164581,88321,76260,1476,1451,25,37705,20237,17468,545149,337170,207979,462890,197563,265327,304200,249581,54619,187959,169496,18463,31114,28357,2757,19159,18143,1016,7650,5545,2105,130036,117451,12585,116241,80085,36156,26381,14785,11596,43087,35173,7914,7434,3550,3884,39339,26577,12762,87513,62378,25135,17802,10823,6979,31594,26821,4773,5733,2763,2970,32384,21971,10413,28728,17707,11021,8579,3962,4617,11493,8352,3141,1701,787,914,6955,4606,2349,703839,285152,418687
01,009,DISTRICT,Bandipore,Total,345.00,58392,392232,207680,184552,61754,32641,29113,392,375,17,75374,39398,35976,185979,117058,68921,206253,90622,115631,149317,101380,47937,75173,64904,10269,10778,9878,900,9423,7881,1542,9526,6916,2610,45446,40229,5217,74144,36476,37668,17454,6877,10577,23459,13764,9695,10958,4384,6574,22273,11451,10822,51874,27971,23903,10581,4769,5812,16113,10191,5922,8486,3720,4766,16694,9291,7403,22270,8505,13765,6873,2108,4765,7346,3573,3773,2472,664,1808,5579,2160,3419,242915,106300,136615
01,010,DISTRICT,Srinagar,Total,1979.00,191678,1236829,651124,585705,158300,84897,73403,1068,995,73,8935,5021,3914,748584,431746,316838,488245,219378,268867,407188,333151,74037,330547,289800,40747,6602,5616,986,6513,6013,500,12577,9994,2583,304855,268177,36678,76641,43351,33290,5626,2803,2823,3895,2854,1041,7518,2092,5426,59602,35602,24000,67189,38465,28724,4789,2498,2291,3056,2289,767,5448,1787,3661,53896,31891,22005,9452,4886,4566,837,305,532,839,565,274,2070,305,1765,5706,3711,1995,829641,317973,511668
01,011,DISTRICT,Ganderbal,Total,259.00,45361,297446,158720,138726,50594,27159,23435,117,105,12,61070,32554,28516,143276,90581,52695,154170,68139,86031,100890,73305,27585,52949,46779,6170,5227,4210,1017,5539,4761,778,1931,1492,439,40252,36316,3936,47941,26526,21415,10110,3386,6724,13773,8519,5254,5699,2105,3594,18359,12516,5843,32941,19658,13283,6497,2510,3987,8829,6092,2737,3943,1718,2225,13672,9338,4334,15000,6868,8132,3613,876,2737,4944,2427,2517,1756,387,1369,4687,3178,1509,196556,85415,111141
01,012,DISTRICT,Pulwama,Total,1086.00,86241,560440,293064,267376,97374,53234,44140,402,397,5,22607,11837,10770,293958,178326,115632,266482,114738,151744,188420,138428,49992,98306,89170,9136,18816,17200,1616,6992,6598,394,3711,2865,846,68787,62507,6280,90114,49258,40856,30930,13437,17493,27088,19536,7552,6904,1570,5334,25192,14715,10477,57470,34779,22691,17782,8814,8968,16682,13018,3664,4263,1183,3080,18743,11764,6979,32644,14479,18165,13148,4623,8525,10406,6518,3888,2641,387,2254,6449,2951,3498,372020,154636,217384
01,013,DISTRICT,Shupiyan,Total,312.00,44411,266215,136480,129735,41547,22121,19426,43,43,0,21820,11311,10509,136500,80355,56145,129715,56125,73590,87721,63931,23790,54703,48945,5758,29183,26399,2784,3761,3575,186,1519,1100,419,20240,17871,2369,33018,14986,18032,18241,6774,11467,7074,4882,2192,1876,472,1404,5827,2858,2969,24149,11771,12378,13026,5157,7869,5128,3784,1344,1263,360,903,4732,2470,2262,8869,3215,5654,5215,1617,3598,1946,1098,848,613,112,501,1095,388,707,178494,72549,105945
01,014,DISTRICT,Anantnag,Total,3574.00,153640,1078692,559767,518925,208538,113278,95260,1826,1811,15,116006,60990,55016,545532,324417,221115,533160,235350,297810,389684,244032,145652,176800,158226,18574,36670,32499,4171,19664,18073,1591,5352,3974,1378,115114,103680,11434,212884,85806,127078,104287,28184,76103,56700,34372,22328,10970,2923,8047,40927,20327,20600,131908,61700,70208,58576,18117,40459,37097,25062,12035,6580,2087,4493,29655,16434,13221,80976,24106,56870,45711,10067,35644,19603,9310,10293,4390,836,3554,11272,3893,7379,689008,315735,373273
01,015,DISTRICT,Kulgam,Total,410.00,73728,424483,217620,206863,71501,37929,33572,21,11,10,26525,13888,12637,209085,125052,84033,215398,92568,122830,159990,102317,57673,77812,70202,7610,26771,24013,2758,8830,8413,417,2616,2140,476,39595,35636,3959,82178,32115,50063,42402,11480,30922,21098,12769,8329,3577,929,2648,15101,6937,8164,52450,22537,29913,24480,7401,17079,14651,9191,5460,2515,703,1812,10804,5242,5562,29728,9578,20150,17922,4079,13843,6447,3578,2869,1062,226,836,4297,1695,2602,264493,115303,149190
01,016,DISTRICT,Doda,Total,8912.00,79636,409936,213641,196295,71240,36862,34378,53408,27209,26199,39216,20377,18839,219083,138620,80463,190853,75021,115832,151912,101144,50768,79377,68349,11028,24049,20380,3669,3938,3516,422,579,472,107,50811,43981,6830,72535,32795,39740,45898,14676,31222,8261,4698,3563,1353,399,954,17023,13022,4001,51264,25793,25471,30312,11096,19216,6366,3513,2853,667,321,346,13919,10863,3056,21271,7002,14269,15586,3580,12006,1895,1185,710,686,78,608,3104,2159,945,258024,112497,145527
01,017,DISTRICT,Ramban,Total,1329.00,55490,283713,149132,134581,55092,28625,26467,13920,7168,6752,39772,20940,18832,124065,82938,41127,159648,66194,93454,87212,68476,18736,52051,46507,5544,21743,19713,2030,3410,3238,172,985,401,584,25913,23155,2758,35161,21969,13192,19651,12471,7180,5400,3830,1570,1553,295,1258,8557,5373,3184,26874,17622,9252,14322,9736,4586,4016,3025,991,1358,256,1102,7178,4605,2573,8287,4347,3940,5329,2735,2594,1384,805,579,195,39,156,1379,768,611,196501,80656,115845
01,018,DISTRICT,Kishtwar,Total,1644.00,45209,230696,120165,110531,39396,20479,18917,14307,7322,6985,38149,19889,18260,107506,68700,38806,123190,51465,71725,82974,56779,26195,44718,36110,8608,19210,14692,4518,3583,2669,914,398,249,149,21527,18500,3027,38256,20669,17587,20061,8593,11468,12713,8205,4508,788,217,571,4694,3654,1040,26827,15462,11365,14195,6639,7556,8316,5709,2607,561,170,391,3755,2944,811,11429,5207,6222,5866,1954,3912,4397,2496,1901,227,47,180,939,710,229,147722,63386,84336
01,019,DISTRICT,Udhampur,Total,2637.00,99240,554985,296784,258201,84332,44703,39629,138569,72093,66476,56309,29142,27167,322354,197543,124811,232631,99241,133390,243672,163845,79827,152442,127825,24617,57687,46466,11221,3858,2926,932,1210,920,290,89687,77513,12174,91230,36020,55210,55333,18529,36804,7538,3243,4295,1431,416,1015,26928,13832,13096,73873,29809,44064,44795,14921,29874,5427,2516,2911,1022,311,711,22629,12061,10568,17357,6211,11146,10538,3608,6930,2111,727,1384,409,105,304,4299,1771,2528,311313,132939,178374
01,020,DISTRICT,Reasi,Total,1719.00,56689,314667,166461,148206,55799,29079,26720,37757,19657,18100,88365,46330,42035,150542,93937,56605,164125,72524,91601,144767,88755,56012,88462,74819,13643,48754,42693,6061,1293,981,312,282,205,77,38133,30940,7193,56305,13936,42369,47393,10707,36686,2716,801,1915,252,38,214,5944,2390,3554,44956,10144,34812,37576,7457,30119,2087,676,1411,205,33,172,5088,1978,3110,11349,3792,7557,9817,3250,6567,629,125,504,47,5,42,856,412,444,169900,77706,92194
01,021,DISTRICT,Jammu,Total,2342.00,314199,1529958,813821,716137,167363,93242,74121,377991,197610,180381,69193,36323,32870,1137135,641916,495219,392823,171905,220918,508622,417456,91166,410344,351974,58370,47745,41930,5815,16414,14629,1785,6597,4781,1816,339588,290634,48954,98278,65482,32796,20868,12160,8708,20459,15148,5311,3992,1622,2370,52959,36552,16407,80580,53894,26686,16364,10008,6356,15178,11531,3647,3268,1365,1903,45770,30990,14780,17698,11588,6110,4504,2152,2352,5281,3617,1664,724,257,467,7189,5562,1627,1021336,396365,624971
01,022,DISTRICT,Samba,Total,904.00,65385,318898,169124,149774,38669,21737,16932,91835,47920,43915,17573,9188,8385,228139,130312,97827,90759,38812,51947,92526,81952,10574,74129,67523,6606,12960,11788,1172,2414,2243,171,1079,968,111,57676,52524,5152,18397,14429,3968,3934,2938,996,3691,2816,875,441,345,96,10331,8330,2001,14286,11420,2866,3084,2419,665,2713,2100,613,350,276,74,8139,6625,1514,4111,3009,1102,850,519,331,978,716,262,91,69,22,2192,1705,487,226372,87172,139200
02,023,DISTRICT,Chamba,Total,6522.00,102460,519080,261320,257760,70359,36024,34335,111690,56154,55536,135500,67900,67600,323842,186064,137778,195238,75256,119982,294035,158791,135244,119632,87311,32321,51959,32797,19162,2650,1648,1002,1920,1191,729,63103,51675,11428,174403,71480,102923,144706,53707,90999,6543,3590,2953,2601,1070,1531,20553,13113,7440,113500,46965,66535,92249,33713,58536,4925,2735,2190,1806,754,1052,14520,9763,4757,60903,24515,36388,52457,19994,32463,1618,855,763,795,316,479,6033,3350,2683,225045,102529,122516
02,024,DISTRICT,Kangra,Total,5739.00,338887,1510075,750591,759484,164607,87741,76866,319385,159697,159688,84564,41745,42819,1152640,606443,546197,357435,144148,213287,675170,403756,271414,313915,245711,68204,69424,43628,25796,11122,8403,2719,7658,6137,1521,225711,187543,38168,361255,158045,203210,233583,77515,156068,43727,24543,19184,8004,4298,3706,75941,51689,24252,238777,112044,126733,145055,48750,96305,32999,19470,13529,5775,3445,2330,54948,40379,14569,122478,46001,76477,88528,28765,59763,10728,5073,5655,2229,853,1376,20993,11310,9683,834905,346835,488070
02,025,DISTRICT,Lahul & Spiti,Total,13841.00,6674,31564,16588,14976,3125,1537,1588,2235,1154,1081,25707,12748,12959,21845,12897,8948,9719,3691,6028,19295,10763,8532,15190,8732,6458,8877,4018,4859,263,167,96,155,93,62,5895,4454,1441,4105,2031,2074,2350,873,1477,309,172,137,12,6,6,1434,980,454,2744,1358,1386,1517,529,988,242,140,102,9,5,4,976,684,292,1361,673,688,833,344,489,67,32,35,3,1,2,458,296,162,12269,5825,6444
02,026,DISTRICT,Kullu,Total,5503.00,94807,437903,225452,212451,50431,25707,24724,122659,62686,59973,16822,8493,8329,307672,174550,133122,130231,50902,79329,269084,148829,120255,193876,119053,74823,132503,72997,59506,7172,4198,2974,1812,1202,610,52389,40656,11733,75208,29776,45432,64638,24844,39794,5200,2059,3141,895,383,512,4475,2490,1985,43763,15635,28128,36053,12030,24023,3681,1429,2252,472,184,288,3557,1992,1565,31445,14141,17304,28585,12814,15771,1519,630,889,423,199,224,918,498,420,168819,76623,92196
02,027,DISTRICT,Mandi,Total,3950.00,219145,999777,498065,501712,112074,58486,53588,293739,147250,146489,12787,6345,6442,723747,393669,330078,276030,104396,171634,572671,297464,275207,284154,185609,98545,148342,77519,70823,4809,3012,1797,3926,3033,893,127077,102045,25032,288517,111855,176662,239602,84597,155005,11013,5084,5929,3208,1744,1464,34694,20430,14264,203181,77821,125360,167496,56483,111013,8093,3789,4304,2447,1427,1020,25145,16122,9023,85336,34034,51302,72106,28114,43992,2920,1295,1625,761,317,444,9549,4308,5241,427106,200601,226505
02,028,DISTRICT,Hamirpur,Total,1118.00,105519,454768,217070,237698,48548,25722,22826,109256,53727,55529,3044,1531,1513,358091,180555,177536,96677,36515,60162,241931,118724,123207,126153,75390,50763,53974,17432,36542,3475,1630,1845,1775,1341,434,66929,54987,11942,115778,43334,72444,93129,29618,63511,5349,2371,2978,1572,785,787,15728,10560,5168,78724,29639,49085,61242,18573,42669,3926,1784,2142,1345,653,692,12211,8629,3582,37054,13695,23359,31887,11045,20842,1423,587,836,227,132,95,3517,1931,1586,212837,98346,114491
02,029,DISTRICT,Una,Total,1540.00,110332,521173,263692,257481,59231,31591,27640,115491,58601,56890,8601,4445,4156,399715,213281,186434,121458,50411,71047,215346,141612,73734,134482,105932,28550,35685,24045,11640,7052,5793,1259,2234,1814,420,89511,74280,15231,80864,35680,45184,49115,15106,34009,12552,7866,4686,1193,636,557,18004,12072,5932,58399,27333,31066,32715,10370,22345,9668,6251,3417,1008,561,447,15008,10151,4857,22465,8347,14118,16400,4736,11664,2884,1615,1269,185,75,110,2996,1921,1075,305827,122080,183747
02,030,DISTRICT,Bilaspur,Total,1167.00,80485,381956,192764,189192,41956,22084,19872,98989,50271,48718,10693,5485,5208,287620,155599,132021,94336,37165,57171,205871,111543,94328,103406,73400,30006,40563,19963,20600,1163,901,262,1492,1276,216,60188,51260,8928,102465,38143,64322,86606,27322,59284,2975,1918,1057,1069,525,544,11815,8378,3437,73574,27611,45963,60316,18393,41923,2403,1568,835,816,433,383,10039,7217,2822,28891,10532,18359,26290,8929,17361,572,350,222,253,92,161,1776,1161,615,176085,81221,94864
02,031,DISTRICT,Solan,Total,1936.00,122425,580320,308754,271566,68137,35884,32253,164536,85482,79054,25645,13351,12294,428578,244372,184206,151742,64382,87360,298737,190001,108736,219235,158008,61227,80066,43243,36823,5764,3775,1989,3046,2503,543,130359,108487,21872,79502,31993,47509,61201,21670,39531,4519,2381,2138,1923,848,1075,11859,7094,4765,58024,23420,34604,42948,14624,28324,3752,1972,1780,1110,718,392,10214,6106,4108,21478,8573,12905,18253,7046,11207,767,409,358,813,130,683,1645,988,657,281583,118753,162830
02,032,DISTRICT,Sirmaur,Total,2825.00,98208,529855,276289,253566,69620,36107,33513,160745,83017,77728,11262,5912,5350,362645,205617,157028,167210,70672,96538,280083,169399,110684,193906,134952,58954,115992,71583,44409,5953,4225,1728,2677,2179,498,69284,56965,12319,86177,34447,51730,66966,22715,44251,4777,2532,2245,2636,1053,1583,11798,8147,3651,58009,21361,36648,42822,11906,30916,3709,2033,1676,1914,766,1148,9564,6656,2908,28168,13086,15082,24144,10809,13335,1068,499,569,722,287,435,2234,1491,743,249772,106890,142882
02,033,DISTRICT,Shimla,Total,5131.00,184362,814010,425039,388971,81564,42376,39188,215777,110828,104949,8755,4554,4201,612642,342846,269796,201368,82193,119175,430926,258628,172298,311770,214980,96790,156511,94790,61721,17486,11326,6160,5382,3405,1977,132391,105459,26932,119156,43648,75508,93275,30750,62525,8628,3864,4764,2585,1079,1506,14668,7955,6713,90424,31678,58746,70228,21629,48599,6970,3116,3854,1505,611,894,11721,6322,5399,28732,11970,16762,23047,9121,13926,1658,748,910,1080,468,612,2947,1633,1314,383084,166411,216673
02,034,DISTRICT,Kinnaur,Total,6401.00,19976,84121,46249,37872,8246,4200,4046,14750,7433,7317,48746,23609,25137,60699,36697,24002,23422,9552,13870,56273,33863,22410,46782,29911,16871,25890,12912,12978,1759,1157,602,614,402,212,18519,15440,3079,9491,3952,5539,7105,2510,4595,778,445,333,330,164,166,1278,833,445,5941,2314,3627,4376,1341,3035,633,364,269,145,75,70,787,534,253,3550,1638,1912,2729,1169,1560,145,81,64,185,89,96,491,299,192,27848,12386,15462
03,035,DISTRICT,Gurdaspur,Total,3551.00,443666,2298323,1212617,1085706,253579,139261,114318,580576,304894,275682,0,0,0,1634719,907660,727059,663604,304957,358647,757138,637652,119486,625778,548676,77102,136551,127192,9359,70767,64085,6682,21298,15093,6205,397162,342306,54856,131360,88976,42384,11361,6540,4821,29917,23736,6181,9605,4232,5373,80477,54468,26009,108126,73141,34985,9294,5628,3666,23381,18693,4688,7082,3072,4010,68369,45748,22621,23234,15835,7399,2067,912,1155,6536,5043,1493,2523,1160,1363,12108,8720,3388,1541185,574965,966220
03,036,DISTRICT,Kapurthala,Total,1633.00,167989,815168,426311,388857,86025,45973,40052,276707,143901,132806,0,0,0,576567,316254,260313,238601,110057,128544,284165,235562,48603,248208,213028,35180,53045,49531,3514,32888,27118,5770,8206,6429,1777,154069,129950,24119,35957,22534,13423,2207,1447,760,9499,6126,3373,1655,865,790,22596,14096,8500,30989,19274,11715,1903,1245,658,7887,5206,2681,1346,687,659,19853,12136,7717,4968,3260,1708,304,202,102,1612,920,692,309,178,131,2743,1960,783,531003,190749,340254
03,037,DISTRICT,Jalandhar,Total,2624.00,461635,2193590,1145211,1048379,226302,120740,105562,854444,442124,412320,0,0,0,1622537,882581,739956,571053,262630,308423,774472,639484,134988,689592,586721,102871,81443,75668,5775,52371,43021,9350,24842,19508,5334,530936,448524,82412,84880,52763,32117,4252,2356,1896,14293,8859,5434,4920,2078,2842,61415,39470,21945,70649,43936,26713,3580,2053,1527,11145,7030,4115,3807,1608,2199,52117,33245,18872,14231,8827,5404,672,303,369,3148,1829,1319,1113,470,643,9298,6225,3073,1419118,505727,913391
03,038,DISTRICT,Hoshiarpur,Total,3386.00,336994,1586625,809057,777568,168331,90280,78051,557504,284322,273182,0,0,0,1199699,637927,561772,386926,171130,215796,499822,412506,87316,411011,352281,58730,82587,77094,5493,49487,41453,8034,11952,9292,2660,266985,224442,42543,88811,60225,28586,7185,4358,2827,24875,17608,7267,4038,2292,1746,52713,35967,16746,67591,45953,21638,5543,3486,2057,18711,13298,5413,3096,1691,1405,40241,27478,12763,21220,14272,6948,1642,872,770,6164,4310,1854,942,601,341,12472,8489,3983,1086803,396551,690252
03,039,DISTRICT,Shahid Bhagat Singh Nagar,Total,1282.00,129500,612310,313291,299019,62719,33278,29441,260284,133035,127249,0,0,0,438459,239155,199304,173851,74136,99715,204329,170252,34077,173507,150279,23228,40289,37723,2566,16556,13984,2572,7118,5161,1957,109544,93411,16133,30822,19973,10849,2319,1471,848,6070,3702,2368,1893,787,1106,20540,14013,6527,25340,16324,9016,1742,1194,548,4725,2930,1795,1583,640,943,17290,11560,5730,5482,3649,1833,577,277,300,1345,772,573,310,147,163,3250,2453,797,407981,143039,264942
03,040,DISTRICT,Fatehgarh Sahib,Total,1180.00,118100,600163,320795,279368,63271,34340,28931,192493,101882,90611,0,0,0,426033,238696,187337,174130,82099,92031,214783,182777,32006,192845,168110,24735,42822,40823,1999,17633,16288,1345,6837,5218,1619,125553,105781,19772,21938,14667,7271,1423,1011,412,3756,2871,885,1211,580,631,15548,10205,5343,17461,11468,5993,1217,844,373,2878,2247,631,920,436,484,12446,7941,4505,4477,3199,1278,206,167,39,878,624,254,291,144,147,3102,2264,838,385380,138018,247362
03,041,DISTRICT,Ludhiana,Total,3578.00,716826,3498739,1867816,1630923,384114,206502,177612,923358,487839,435519,0,0,0,2560225,1428348,1131877,938514,439468,499046,1284822,1053600,231222,1138654,969954,168700,133588,124397,9191,79561,68991,10570,58488,44824,13664,867017,731742,135275,146168,83646,62522,7149,4351,2798,19085,12604,6481,13179,4805,8374,106755,61886,44869,124655,71230,53425,6314,3854,2460,15538,10233,5305,9924,3576,6348,92879,53567,39312,21513,12416,9097,835,497,338,3547,2371,1176,3255,1229,2026,13876,8319,5557,2213917,814216,1399701
03,042,DISTRICT,Moga,Total,2242.00,193256,995746,525920,469826,107336,57694,49642,363417,192418,170999,0,0,0,627889,348549,279340,367857,177371,190486,359172,292379,66793,304880,259626,45254,86659,82498,4161,64215,57552,6663,13518,8459,5059,140488,111117,29371,54292,32753,21539,4963,3104,1859,18182,13091,5091,4580,1637,2943,26567,14921,11646,43371,26545,16826,3953,2579,1374,13577,10219,3358,3196,1207,1989,22645,12540,10105,10921,6208,4713,1010,525,485,4605,2872,1733,1384,430,954,3922,2381,1541,636574,233541,403033
03,043,DISTRICT,Firozpur,Total,5305.00,385994,2029074,1071637,957437,248103,134319,113784,855726,445461,410265,0,0,0,1227511,707070,520441,801563,364567,436996,756695,596406,160289,618362,541494,76868,170993,160141,10852,153627,131101,22526,11182,8029,3153,282560,242223,40337,138333,54912,83421,20692,5719,14973,74344,25563,48781,3497,1146,2351,39800,22484,17316,91341,41415,49926,11968,3779,8189,46390,18948,27442,2576,858,1718,30407,17830,12577,46992,13497,33495,8724,1940,6784,27954,6615,21339,921,288,633,9393,4654,4739,1272379,475231,797148
03,044,DISTRICT,Muktsar,Total,2593.00,174360,901896,475622,426274,104419,57020,47399,381554,200473,181081,0,0,0,524848,300401,224447,377048,175221,201827,335326,272699,62627,287205,253207,33998,82163,78771,3392,85122,73131,11991,4338,3371,967,115582,97934,17648,48121,19492,28629,4402,1400,3002,25892,9759,16133,849,312,537,16978,8021,8957,35474,15403,20071,3190,1052,2138,18084,7439,10645,597,253,344,13603,6659,6944,12647,4089,8558,1212,348,864,7808,2320,5488,252,59,193,3375,1362,2013,566570,202923,363647
03,045,DISTRICT,Faridkot,Total,1458.00,120893,617508,326671,290837,69311,37454,31857,240328,126567,113761,0,0,0,381285,215767,165518,236223,110904,125319,221555,185049,36506,190415,168224,22191,50138,48431,1707,41066,36799,4267,6283,4444,1839,92928,78550,14378,31140,16825,14315,3092,1601,1491,12992,7229,5763,1942,712,1230,13114,7283,5831,24246,13668,10578,2596,1318,1278,9234,5750,3484,1465,577,888,10951,6023,4928,6894,3157,3737,496,283,213,3758,1479,2279,477,135,342,2163,1260,903,395953,141622,254331
03,046,DISTRICT,Bathinda,Total,3353.00,273902,1388525,743197,645328,151145,81533,69612,450473,236936,213537,0,0,0,844868,488261,356607,543657,254936,288721,549986,432988,116998,452678,390057,62621,131204,122643,8561,91364,78913,12451,10918,7695,3223,219192,180806,38386,97308,42931,54377,10331,3806,6525,37018,16172,20846,4020,1117,2903,45939,21836,24103,76533,36070,40463,7418,3109,4309,27654,13506,14148,3136,886,2250,38325,18569,19756,20775,6861,13914,2913,697,2216,9364,2666,6698,884,231,653,7614,3267,4347,838539,310209,528330
03,047,DISTRICT,Mansa,Total,2198.00,149630,769751,408732,361019,84763,46177,38586,258878,136311,122567,0,0,0,423560,244037,179523,346191,164695,181496,328512,230739,97773,247175,207008,40167,89986,82696,7290,59308,48891,10417,8042,4875,3167,89839,70546,19293,81337,23731,57606,15977,3447,12530,31059,8656,22403,5400,1335,4065,28901,10293,18608,59688,19375,40313,10970,2567,8403,22291,6993,15298,4275,1035,3240,22152,8780,13372,21649,4356,17293,5007,880,4127,8768,1663,7105,1125,300,825,6749,1513,5236,441239,177993,263246
03,048,DISTRICT,Patiala,Total,3325.00,372293,1895686,1002522,893164,212892,115917,96975,465359,244503,220856,0,0,0,1266791,711052,555739,628895,291470,337425,660267,549661,110606,570391,492466,77925,108596,103715,4881,65505,59011,6494,19278,13383,5895,377012,316357,60655,89876,57195,32681,4586,3192,1394,23618,13907,9711,4369,2157,2212,57303,37939,19364,71377,46153,25224,3881,2699,1182,17409,11283,6126,3385,1585,1800,46702,30586,16116,18499,11042,7457,705,493,212,6209,2624,3585,984,572,412,10601,7353,3248,1235419,452861,782558
